mmcif_id,chain_or_interface_id,metrics,value
8B2H_1,poly:A,tm_score,0.98406
8B2M_1,global,tm_score,0.90947
8B2M_1,poly:A,tm_score,0.90947
8B2Y_1,global,tm_score,0.98391
8B3B_1,global,tm_score,0.9724
8B3E_1,global,tm_score,0.47917
8B3K_1,global,tm_score,0.50909
8B4B_1,global,tm_score,0.34291
8B4C_1,global,tm_score,0.96608
8B4D_1,global,tm_score,0.38451
8B4E_1,global,tm_score,0.49083
8B4L_1,global,tm_score,0.99109
8B4U_1,global,tm_score,0.98774
8B4U_1,poly:A,tm_score,0.98774
8B5A_1,global,tm_score,0.4785
8B5C_1,poly:A||poly:B,DockQ,0.595
8B5C_1,global,tm_score,0.96349
8B5S_1,poly:A||poly:B,DockQ,0.013
8B5S_1,global,tm_score,0.55242
8B61_1,global,tm_score,0.96148
8B69_1,global,tm_score,0.91933
8B6E_1,global,tm_score,0.8495
8B6E_1,poly:A,tm_score,0.8495
8B6N_1,global,tm_score,0.99082
8B6N_1,poly:A,tm_score,0.99082
8B6S_1,global,tm_score,0.63714
8B6Z_1,global,tm_score,0.55581
8B73_1,poly:A||poly:B,DockQ,0.914
8B73_1,global,tm_score,0.9946
8B7D_1,global,tm_score,0.9357
8B7S_1,global,tm_score,0.93925
8B7S_1,poly:A,tm_score,0.93925
8B82_1,poly:A||poly:B,DockQ,0.031
8B82_1,poly:B||poly:C,DockQ,0.795
8B82_1,global,tm_score,0.48551
8B87_1,global,tm_score,0.69166
8B9G_1,global,tm_score,0.96599
8B9I_1,global,tm_score,0.96346
8B9K_1,global,tm_score,0.79001
8B9N_1,global,tm_score,0.98281
8B9S_1,poly:A||poly:B,DockQ,0.956
8B9S_1,global,tm_score,0.99298
8B9S_1,poly:A,tm_score,0.98812
8B9T_1,poly:A||poly:B,DockQ,0.871
8B9T_1,global,tm_score,0.95753
8B9U_1,poly:A||poly:B,DockQ,0.109
8B9U_1,poly:A||poly:C,DockQ,0.229
8B9U_1,global,tm_score,0.65825
8BAD_1,global,tm_score,0.97955
8BAD_1,poly:A,tm_score,0.97955
8BAQ_1,global,tm_score,0.99152
8BAR_1,global,tm_score,0.98935
8BAU_1,global,tm_score,0.9774
8BAU_1,poly:A,tm_score,0.9774
8BB6_1,global,tm_score,0.79211
8BB6_1,poly:A,tm_score,0.79211
8BBK_1,global,tm_score,0.9582
8BBK_1,poly:A,tm_score,0.9582
8BBQ_1,poly:A||poly:B,DockQ,0.127
8BBQ_1,global,tm_score,0.69951
8BC6_1,global,tm_score,0.94852
8BDK_1,global,tm_score,0.69639
8BDK_1,poly:A,tm_score,0.66594
8BE6_1,global,tm_score,0.95486
8BE8_1,global,tm_score,0.97357
8BE9_1,global,tm_score,0.95702
8BJH_1,global,tm_score,0.95582
8BJJ_1,global,tm_score,0.96191
8BK6_1,poly:A||poly:B,DockQ,0.011
8BK6_1,global,tm_score,0.49568
8BKD_1,global,tm_score,0.99381
8BNB_1,poly:A||poly:B,DockQ,0.04
8BNB_1,global,tm_score,0.52513
8BNT_1,poly:A||poly:B,DockQ,0.772
8BNT_1,global,tm_score,0.96643
8BPT_1,poly:A||poly:B,DockQ,0.033
8BPT_1,global,tm_score,0.53789
8BQ8_1,poly:C||poly:E,DockQ,0.018
8BQ8_1,global,tm_score,0.57288
8BRY_1,global,tm_score,0.99601
8BRY_1,poly:A,tm_score,0.99424
8BS3_1,global,tm_score,0.98308
8BS3_1,poly:A,tm_score,0.98053
8BS7_1,poly:B||poly:D,DockQ,0.646
8BS7_1,global,tm_score,0.97174
8BSA_1,global,tm_score,0.95092
8BSA_1,poly:A,tm_score,0.95092
8BT9_1,global,tm_score,0.8371
8BTJ_1,global,tm_score,0.9692
8BU0_1,global,tm_score,0.98964
8BU0_1,poly:A,tm_score,0.98964
8BUY_1,poly:A||poly:B,DockQ,0.799
8BUY_1,global,tm_score,0.95983
8BUY_1,poly:A,tm_score,0.92356
8BV0_1,poly:A||poly:B,DockQ,0.017
8BV0_1,global,tm_score,0.63094
8BV1_1,global,tm_score,0.99054
8BVE_1,poly:A||poly:B,DockQ,0.61
8BVE_1,global,tm_score,0.88283
8BVE_1,poly:A,tm_score,0.85555
8BVF_1,poly:B||poly:C,DockQ,0.032
8BVF_1,global,tm_score,0.84551
8BVK_1,poly:A||poly:B,DockQ,0.01
8BVK_1,global,tm_score,0.46584
8BVK_1,poly:A,tm_score,0.8722
8BVR_1,poly:A||poly:B,DockQ,0.095
8BVR_1,global,tm_score,0.81483
8BW5_1,global,tm_score,0.98173
8BW6_1,global,tm_score,0.97097
8BW6_1,poly:A,tm_score,0.97097
8BYX_1,global,tm_score,0.74539
8BZR_1,poly:A||poly:B,DockQ,0.01
8BZR_1,global,tm_score,0.64201
8BZY_1,poly:A||poly:B,DockQ,0.062
8BZY_1,global,tm_score,0.78743
8C05_1,global,tm_score,0.30111
8C0D_1,global,tm_score,0.77397
8C0D_1,poly:A,tm_score,0.76757
8C0J_1,poly:A||poly:B,DockQ,0.804
8C0J_1,global,tm_score,0.97959
8C0J_1,poly:A,tm_score,0.9801
8C1B_1,global,tm_score,0.84071
8C26_1,poly:A||poly:B,DockQ,0.247
8C26_1,global,tm_score,0.84096
8C2D_1,global,tm_score,0.99247
8C2P_1,poly:A||poly:B,DockQ,0.02
8C2P_1,global,tm_score,0.98129
8C3E_1,global,tm_score,0.92874
8C3E_1,poly:A,tm_score,0.92874
8C3N_1,poly:A||poly:B,DockQ,0.765
8C3N_1,global,tm_score,0.95602
8C44_1,global,tm_score,0.69206
8C4D_1,global,tm_score,0.99489
8C4D_1,poly:A,tm_score,0.99489
8CS0_1,global,tm_score,0.49137
8CSH_1,global,tm_score,0.49016
8CSZ_1,global,tm_score,0.8068
8CTA_1,poly:A||poly:D,DockQ,0.077
8CTA_1,global,tm_score,0.80964
8CTH_1,global,tm_score,0.98144
8CTI_1,global,tm_score,0.98438
8CU0_1,global,tm_score,0.37523
8CUC_1,global,tm_score,0.69553
8CUS_1,poly:A||poly:B,DockQ,0.884
8CUS_1,global,tm_score,0.96894
8CUS_1,poly:A,tm_score,0.97702
8CV4_1,global,tm_score,0.84394
8CV7_1,global,tm_score,0.92327
8CWR_1,global,tm_score,0.26354
8CWS_1,poly:A||poly:B,DockQ,0.012
8CWS_1,global,tm_score,0.8557
8CX0_1,global,tm_score,0.41523
8CX3_1,global,tm_score,0.68771
8CX3_1,poly:A,tm_score,0.68771
8CYF_1,global,tm_score,0.96214
8CZ9_1,global,tm_score,0.98489
8CZF_1,poly:A||poly:B,DockQ,0.777
8CZF_1,global,tm_score,0.94122
8CZH_1,poly:A||poly:B,DockQ,0.796
8CZH_1,global,tm_score,0.94479
8CZK_1,global,tm_score,0.99304
8CZQ_1,global,tm_score,0.91983
8D06_1,poly:A||poly:B,DockQ,0.918
8D06_1,global,tm_score,0.98823
8D0A_1,global,tm_score,0.55714
8D0C_1,poly:A||poly:B,DockQ,0.79
8D0C_1,global,tm_score,0.96375
8D0O_1,global,tm_score,0.49579
8D29_1,global,tm_score,0.94735
8D2S_1,global,tm_score,0.70948
8D35_1,poly:A||poly:C,DockQ,0.227
8D35_1,global,tm_score,0.9719
8D4Q_1,global,tm_score,0.98308
8D4S_1,poly:A||poly:B,DockQ,0.863
8D4S_1,global,tm_score,0.98723
8D5J_1,poly:A||poly:C,DockQ,0.957
8D5J_1,global,tm_score,0.98349
8D5K_1,poly:A||poly:C,DockQ,0.955
8D5K_1,global,tm_score,0.98315
8D5N_1,global,tm_score,0.93006
8D5V_1,global,tm_score,0.94146
8DAM_1,poly:A||poly:B,DockQ,0.024
8DAM_1,global,tm_score,0.5365
8DAX_1,poly:A||poly:B,DockQ,0.354
8DAX_1,global,tm_score,0.91856
8DAY_1,global,tm_score,0.98596
8DAY_1,poly:A,tm_score,0.98841
8DB4_1,poly:A||poly:E,DockQ,0.055
8DB4_1,poly:C||poly:E,DockQ,0.004
8DB4_1,poly:D||poly:E,DockQ,0.05
8DB4_1,global,tm_score,0.45438
8DC0_1,poly:A||poly:B,DockQ,0.836
8DC0_1,global,tm_score,0.90424
8DC2_1,global,tm_score,0.22638
8DC5_1,global,tm_score,0.49446
8DCN_1,poly:A||poly:C,DockQ,0.038
8DCN_1,poly:B||poly:C,DockQ,0.043
8DCN_1,global,tm_score,0.67463
8DCY_1,poly:A||poly:C,DockQ,0.008
8DCY_1,poly:B||poly:C,DockQ,0.007
8DCY_1,global,tm_score,0.69542
8DDK_1,global,tm_score,0.60111
8DDY_1,global,tm_score,0.6529
8DEH_1,global,tm_score,0.76246
8DEH_1,poly:A,tm_score,0.76246
8DFK_1,poly:A||poly:B,DockQ,0.828
8DFK_1,global,tm_score,0.91781
8DFW_1,global,tm_score,0.72178
8DFX_1,poly:A||poly:B,DockQ,0.005
8DFX_1,global,tm_score,0.49428
8DGN_1,poly:A||poly:B,DockQ,0.854
8DGN_1,global,tm_score,0.97309
8DGQ_1,global,tm_score,0.5758
8DI1_1,global,tm_score,0.98628
8DI1_1,poly:A,tm_score,0.98628
8DIK_1,global,tm_score,0.97855
8DJH_1,poly:A||poly:B,DockQ,0.243
8DJH_1,global,tm_score,0.82031
8DKN_1,global,tm_score,0.85139
8DKO_1,poly:A||poly:B,DockQ,0.045
8DKO_1,global,tm_score,0.62471
8DKO_1,poly:A,tm_score,0.98308
8DKS_1,global,tm_score,0.98325
8DKS_1,poly:A,tm_score,0.98325
8DKV_1,global,tm_score,0.85901
8DL3_1,global,tm_score,0.99321
8DL5_1,global,tm_score,0.99547
8DL5_1,poly:A,tm_score,0.99338
8DL7_1,global,tm_score,0.85111
8DLE_1,poly:A||poly:B,DockQ,0.028
8DLE_1,global,tm_score,0.82135
8DLF_1,global,tm_score,0.24082
8DMB_1,global,tm_score,0.92474
8DMK_1,global,tm_score,0.97377
8DMT_1,global,tm_score,0.99486
8DNQ_1,global,tm_score,0.93642
8DP3_1,global,tm_score,0.98658
8DPA_1,poly:A||poly:B,DockQ,0.27
8DPA_1,global,tm_score,0.51103
8DQK_1,global,tm_score,0.93883
8DQK_1,poly:A,tm_score,0.93883
8DQO_1,poly:A||poly:B,DockQ,0.018
8DQO_1,global,tm_score,0.58666
8DS5_1,poly:A||poly:B,DockQ,0.174
8DS5_1,poly:A||poly:C,DockQ,0.106
8DS5_1,global,tm_score,0.84571
8DS5_1,poly:A,tm_score,0.86142
8DS8_1,global,tm_score,0.88883
8DTE_1,global,tm_score,0.96324
8DTE_1,poly:A,tm_score,0.96324
8DTQ_1,poly:A||poly:B,DockQ,0.906
8DTQ_1,global,tm_score,0.97643
8DU5_1,poly:A||poly:B,DockQ,0.004
8DU5_1,global,tm_score,0.49326
8DV0_1,global,tm_score,0.96515
8DV0_1,poly:A,tm_score,0.96515
8DVH_1,poly:A||poly:B,DockQ,0.01
8DVH_1,global,tm_score,0.52077
8DVL_1,poly:A||poly:B,DockQ,0.226
8DVL_1,global,tm_score,0.98423
8DVM_1,poly:A||poly:B,DockQ,0.231
8DVM_1,global,tm_score,0.97566
8DVQ_1,global,tm_score,0.94225
8DVQ_1,poly:A,tm_score,0.94225
8DVR_1,global,tm_score,0.94301
8DVS_1,global,tm_score,0.95328
8DW1_1,global,tm_score,0.49393
8DWI_1,global,tm_score,0.83518
8DWI_1,poly:A,tm_score,0.83518
8DWJ_1,global,tm_score,0.75104
8DX0_1,global,tm_score,0.94242
8DX0_1,poly:A,tm_score,0.94242
8DYP_1,poly:A||poly:B,DockQ,0.012
8DYP_1,global,tm_score,0.70388
8DZJ_1,global,tm_score,0.87887
8DZK_1,global,tm_score,0.97014
8E0F_1,global,tm_score,0.97103
8E0O_1,poly:A||poly:B,DockQ,0.631
8E0O_1,global,tm_score,0.97637
8E0O_1,poly:A,tm_score,0.97009
8E0R_1,global,tm_score,0.971
8E13_1,poly:A||poly:C,DockQ,0.729
8E13_1,global,tm_score,0.98063
8E1E_1,poly:A||poly:B,DockQ,0.797
8E1E_1,global,tm_score,0.9739
8E23_1,global,tm_score,0.96724
8E28_1,global,tm_score,0.98518
8E29_1,global,tm_score,0.98453
8E2A_1,global,tm_score,0.73751
8E2C_1,poly:B||poly:C,DockQ,0.049
8E2C_1,global,tm_score,0.41336
8E2P_1,global,tm_score,0.95208
8E2W_1,global,tm_score,0.85912
8E2W_1,poly:A,tm_score,0.85912
8E3D_1,global,tm_score,0.75003
8E3E_1,global,tm_score,0.80637
8E3K_1,global,tm_score,0.98486
8E3R_1,global,tm_score,0.98463
8E40_1,global,tm_score,0.61777
8E4C_1,global,tm_score,0.86519
8E4F_1,global,tm_score,0.97312
8E4F_1,poly:A,tm_score,0.97312
8E4H_1,global,tm_score,0.98491
8E4T_1,global,tm_score,0.96322
8E4T_1,poly:A,tm_score,0.96322
8E4X_1,global,tm_score,0.97029
8E4Y_1,global,tm_score,0.97789
8E5D_1,global,tm_score,0.97109
8E5H_1,global,tm_score,0.99489
8E62_1,global,tm_score,0.99347
8E7C_1,global,tm_score,0.56949
8E83_1,global,tm_score,0.87908
8E85_1,global,tm_score,0.95144
8E86_1,global,tm_score,0.95205
8E88_1,global,tm_score,0.95079
8E9A_1,global,tm_score,0.81162
